config,case,fit,syn,sem,sol,solMax
80-07-13,GyroUnrealizable_Var2,0.96,0.47,1.00,577,630
80-07-13,GyroUnrealizable_Var2,0.96,0.47,1.00,559,630
80-07-13,GyroUnrealizable_Var2,0.96,0.47,1.00,551,630
80-07-13,GyroUnrealizable_Var2,0.96,0.46,1.00,337,630
80-07-13,GyroUnrealizable_Var2,nan,nan,nan,nan,630
80-07-13,GyroUnrealizable_Var2,0.96,0.47,1.00,516,630
80-07-13,GyroUnrealizable_Var2,nan,nan,nan,nan,630
80-07-13,detector,0.95,0.64,0.80,510,565
80-07-13,detector,0.96,0.67,0.89,507,565
80-07-13,detector,0.95,0.63,0.83,545,565
80-07-13,detector,0.96,0.63,0.85,476,565
80-07-13,detector,0.96,0.59,0.92,553,565
80-07-13,detector,0.95,0.63,0.83,542,565
80-07-13,detector,0.96,0.68,0.82,452,565
80-07-13,detector,0.96,0.69,0.85,565,565
80-07-13,detector,0.96,0.56,0.91,514,565
80-07-13,detector,0.96,0.71,0.85,558,565
80-07-13,full_arbiter,nan,nan,nan,nan,9
80-07-13,full_arbiter,0.90,0.45,0.75,2,9
80-07-13,full_arbiter,0.96,0.45,1.00,1,9
80-07-13,full_arbiter,0.93,0.44,0.75,4,9
80-07-13,full_arbiter,0.87,0.42,0.39,9,9
80-07-13,full_arbiter,0.92,0.44,0.71,9,9
80-07-13,full_arbiter,0.89,0.44,0.50,6,9
80-07-13,full_arbiter,0.89,0.42,0.50,1,9
80-07-13,full_arbiter,0.91,0.46,0.54,6,9
80-07-13,full_arbiter,0.90,0.46,0.50,1,9
80-07-13,lily02,0.93,0.78,0.60,355,431
80-07-13,lily02,0.93,0.73,0.60,267,431
80-07-13,lily02,0.92,0.75,0.51,403,431
80-07-13,lily02,0.93,0.78,0.59,359,431
80-07-13,lily02,0.94,0.71,0.72,431,431
80-07-13,lily02,0.92,0.75,0.56,265,431
80-07-13,lily02,0.92,0.74,0.54,361,431
80-07-13,lily02,0.93,0.75,0.61,397,431
80-07-13,lily02,0.93,0.72,0.62,404,431
80-07-13,lily02,0.95,0.68,0.77,387,431
80-07-13,lily11,0.98,0.80,0.96,581,654
80-07-13,lily11,0.99,0.81,1.00,654,654
80-07-13,lily11,0.99,0.82,1.00,624,654
80-07-13,lily11,0.99,0.81,1.00,591,654
80-07-13,lily11,0.99,0.81,1.00,579,654
80-07-13,lily11,0.99,0.80,1.00,589,654
80-07-13,lily11,0.98,0.81,0.98,605,654
80-07-13,lily11,0.99,0.82,1.00,579,654
80-07-13,lily11,0.99,0.82,1.00,636,654
80-07-13,lily11,0.99,0.80,0.99,633,654
80-07-13,lily15,0.94,0.67,0.72,409,502
80-07-13,lily15,0.93,0.63,0.69,502,502
80-07-13,lily15,0.94,0.66,0.69,408,502
80-07-13,lily15,0.94,0.66,0.70,373,502
80-07-13,lily15,0.95,0.66,0.82,477,502
80-07-13,lily15,0.94,0.66,0.74,431,502
80-07-13,lily15,0.94,0.65,0.73,395,502
80-07-13,lily15,0.94,0.65,0.74,413,502
80-07-13,lily15,0.94,0.67,0.71,449,502
80-07-13,lily15,0.94,0.68,0.71,390,502
80-07-13,lily16,0.92,0.67,0.53,238,450
80-07-13,lily16,0.91,0.69,0.51,298,450
80-07-13,lily16,0.93,0.59,0.69,336,450
80-07-13,lily16,0.91,0.68,0.50,347,450
80-07-13,lily16,0.92,0.64,0.54,450,450
80-07-13,lily16,0.92,0.63,0.54,422,450
80-07-13,lily16,0.91,0.69,0.51,395,450
80-07-13,lily16,0.92,0.66,0.57,419,450
80-07-13,lily16,0.91,0.68,0.51,395,450
80-07-13,lily16,nan,nan,nan,nan,450
80-07-13,load_balancer,0.98,0.68,0.99,534,615
80-07-13,load_balancer,0.98,0.67,0.99,560,615
80-07-13,load_balancer,0.98,0.68,0.99,615,615
80-07-13,load_balancer,0.98,0.67,0.99,508,615
80-07-13,load_balancer,0.98,0.68,0.99,486,615
80-07-13,load_balancer,0.98,0.68,1.00,528,615
80-07-13,load_balancer,0.98,0.68,0.99,543,615
80-07-13,load_balancer,0.98,0.67,0.99,570,615
80-07-13,load_balancer,0.98,0.67,0.99,509,615
80-07-13,load_balancer,0.98,0.69,0.99,471,615
80-07-13,ltl2dba_R_2,0.97,0.64,1.00,617,662
80-07-13,ltl2dba_R_2,0.96,0.47,1.00,589,662
80-07-13,ltl2dba_R_2,0.97,0.55,1.00,662,662
80-07-13,ltl2dba_R_2,0.98,0.67,0.99,619,662
80-07-13,ltl2dba_R_2,0.97,0.54,0.97,607,662
80-07-13,ltl2dba_R_2,0.96,0.47,1.00,622,662
80-07-13,ltl2dba_R_2,0.97,0.59,0.95,616,662
80-07-13,ltl2dba_R_2,0.96,0.49,1.00,589,662
80-07-13,ltl2dba_R_2,0.97,0.62,0.99,637,662
80-07-13,ltl2dba_R_2,0.96,0.49,1.00,625,662
80-07-13,ltl2dba_theta_2,0.96,0.67,0.90,648,693
80-07-13,ltl2dba_theta_2,0.96,0.67,0.87,693,693
80-07-13,ltl2dba_theta_2,0.97,0.69,0.91,639,693
80-07-13,ltl2dba_theta_2,0.96,0.67,0.90,635,693
80-07-13,ltl2dba_theta_2,0.96,0.70,0.83,662,693
80-07-13,ltl2dba_theta_2,0.96,0.68,0.85,652,693
80-07-13,ltl2dba_theta_2,0.96,0.73,0.83,636,693
80-07-13,ltl2dba_theta_2,0.97,0.70,0.91,669,693
80-07-13,ltl2dba_theta_2,0.98,0.65,1.00,631,693
80-07-13,ltl2dba_theta_2,0.96,0.71,0.83,672,693
80-07-13,ltl2dba27,0.97,0.58,1.00,633,633
80-07-13,ltl2dba27,0.95,0.49,0.88,573,633
80-07-13,ltl2dba27,0.96,0.42,1.00,582,633
80-07-13,ltl2dba27,0.96,0.49,0.97,582,633
80-07-13,ltl2dba27,0.97,0.56,1.00,564,633
80-07-13,ltl2dba27,0.97,0.57,1.00,563,633
80-07-13,ltl2dba27,0.94,0.50,0.80,533,633
80-07-13,ltl2dba27,0.95,0.59,0.85,603,633
80-07-13,ltl2dba27,0.97,0.54,0.99,603,633
80-07-13,ltl2dba27,0.96,0.50,1.00,581,633
80-07-13,prioritized_arbiter,0.89,0.63,0.33,6,20
80-07-13,prioritized_arbiter,0.90,0.63,0.39,5,20
80-07-13,prioritized_arbiter,0.87,0.63,0.22,8,20
80-07-13,prioritized_arbiter,0.86,0.64,0.12,11,20
80-07-13,prioritized_arbiter,0.88,0.64,0.31,9,20
80-07-13,prioritized_arbiter,0.89,0.64,0.37,10,20
80-07-13,prioritized_arbiter,0.91,0.65,0.50,20,20
80-07-13,prioritized_arbiter,0.89,0.61,0.40,20,20
80-07-13,prioritized_arbiter,0.90,0.64,0.44,8,20
80-07-13,prioritized_arbiter,0.89,0.64,0.33,6,20
80-07-13,round_robin,0.98,0.65,1.00,643,692
80-07-13,round_robin,0.98,0.65,1.00,692,692
80-07-13,round_robin,0.98,0.67,0.99,685,692
80-07-13,round_robin,0.98,0.65,1.00,611,692
80-07-13,round_robin,0.98,0.66,1.00,637,692
80-07-13,round_robin,0.98,0.66,1.00,684,692
80-07-13,round_robin,0.98,0.66,0.99,665,692
80-07-13,round_robin,0.98,0.65,1.00,681,692
80-07-13,round_robin,0.98,0.65,1.00,689,692
80-07-13,round_robin,0.98,0.65,1.00,666,692
80-07-13,simple_arbiter,0.97,0.67,0.91,491,539
80-07-13,simple_arbiter,0.95,0.63,0.81,488,539
80-07-13,simple_arbiter,0.98,0.74,0.93,473,539
80-07-13,simple_arbiter,0.96,0.61,0.87,500,539
80-07-13,simple_arbiter,0.96,0.58,0.88,482,539
80-07-13,simple_arbiter,0.96,0.69,0.86,480,539
80-07-13,simple_arbiter,0.98,0.75,0.94,526,539
80-07-13,simple_arbiter,0.95,0.61,0.82,490,539
80-07-13,simple_arbiter,0.98,0.73,0.95,539,539
80-07-13,simple_arbiter,0.98,0.75,0.93,512,539
90-05-05,arbiter,0.97,0.79,0.68,502,531
90-05-05,arbiter,0.98,0.84,0.76,385,531
90-05-05,arbiter,0.97,0.86,0.62,457,531
90-05-05,arbiter,0.98,0.84,0.74,434,531
90-05-05,arbiter,0.98,0.88,0.78,531,531
90-05-05,arbiter,0.98,0.87,0.76,460,531
90-05-05,arbiter,0.98,0.83,0.77,469,531
90-05-05,arbiter,0.98,0.92,0.62,489,531
90-05-05,arbiter,0.97,0.84,0.52,488,531
90-05-05,arbiter,0.97,0.91,0.58,457,531
90-05-05,minepump,nan,nan,nan,nan,559
90-05-05,minepump,0.98,0.63,0.95,559,559
90-05-05,minepump,0.98,0.66,0.87,489,559
90-05-05,minepump,0.98,0.61,0.98,443,559
90-05-05,minepump,0.98,0.61,0.99,458,559
90-05-05,minepump,0.98,0.62,0.98,493,559
90-05-05,minepump,0.98,0.60,0.98,503,559
90-05-05,minepump,0.98,0.64,0.94,499,559
90-05-05,minepump,0.98,0.63,0.98,435,559
90-05-05,minepump,0.98,0.62,0.92,450,559
90-05-05,RG1,0.98,0.58,0.97,410,436
90-05-05,RG1,0.97,0.58,0.89,395,436
90-05-05,RG1,nan,nan,nan,nan,436
90-05-05,RG1,0.98,0.56,0.99,368,436
90-05-05,RG1,0.98,0.54,0.97,373,436
90-05-05,RG1,0.98,0.55,0.99,348,436
90-05-05,RG1,0.99,0.73,0.99,337,436
90-05-05,RG1,0.97,0.74,0.72,371,436
90-05-05,RG1,nan,nan,nan,nan,436
90-05-05,RG1,0.96,0.72,0.50,436,436
90-05-05,RG2,0.97,0.82,0.58,540,540
90-05-05,RG2,0.98,0.64,0.88,481,540
90-05-05,RG2,0.98,0.76,0.79,405,540
90-05-05,RG2,0.99,0.81,0.93,484,540
90-05-05,RG2,0.98,0.69,0.87,526,540
90-05-05,RG2,0.98,0.80,0.70,331,540
90-05-05,RG2,0.97,0.81,0.53,485,540
90-05-05,RG2,0.98,0.79,0.71,466,540
90-05-05,RG2,0.97,0.79,0.70,430,540
90-05-05,RG2,0.98,0.77,0.72,441,540
90-05-05,Lift,0.98,0.54,1.00,261,345
90-05-05,Lift,0.98,0.54,1.00,342,345
90-05-05,Lift,nan,nan,nan,nan,345
90-05-05,Lift,0.98,0.54,1.00,340,345
90-05-05,Lift,0.98,0.54,1.00,225,345
90-05-05,Lift,0.98,0.54,1.00,318,345
90-05-05,Lift,0.98,0.54,1.00,269,345
90-05-05,Lift,0.98,0.54,1.00,335,345
90-05-05,Lift,0.98,0.54,1.00,296,345
90-05-05,Lift,0.98,0.54,1.00,345,345
90-05-05,HumanoidLTL_458,0.97,0.45,0.98,619,683
90-05-05,HumanoidLTL_458,0.97,0.45,0.98,569,683
90-05-05,HumanoidLTL_458,0.97,0.45,0.98,577,683
90-05-05,HumanoidLTL_458,0.97,0.46,0.99,524,683
90-05-05,HumanoidLTL_458,0.97,0.45,0.99,584,683
90-05-05,HumanoidLTL_458,0.97,0.46,0.97,535,683
90-05-05,HumanoidLTL_458,0.97,0.45,0.97,570,683
90-05-05,HumanoidLTL_458,0.97,0.46,0.88,683,683
90-05-05,HumanoidLTL_458,0.97,0.46,0.99,553,683
90-05-05,HumanoidLTL_458,0.97,0.44,0.93,609,683
90-05-05,GyroUnrealizable_Var1,0.97,0.44,1.00,540,605
90-05-05,GyroUnrealizable_Var1,0.97,0.43,1.00,605,605
90-05-05,GyroUnrealizable_Var1,0.97,0.43,1.00,534,605
90-05-05,GyroUnrealizable_Var1,0.97,0.43,1.00,561,605
90-05-05,GyroUnrealizable_Var1,0.97,0.43,1.00,590,605
90-05-05,GyroUnrealizable_Var1,0.97,0.43,1.00,554,605
90-05-05,GyroUnrealizable_Var1,0.97,0.43,1.00,363,605
90-05-05,GyroUnrealizable_Var1,0.97,0.44,1.00,531,605
90-05-05,GyroUnrealizable_Var1,0.97,0.43,1.00,489,605
90-05-05,GyroUnrealizable_Var1,0.97,0.43,1.00,537,605
90-05-05,GyroUnrealizable_Var2,0.97,0.46,1.00,590,668
90-05-05,GyroUnrealizable_Var2,0.97,0.47,1.00,553,668
90-05-05,GyroUnrealizable_Var2,0.97,0.47,1.00,628,668
90-05-05,GyroUnrealizable_Var2,nan,nan,nan,nan,668
90-05-05,GyroUnrealizable_Var2,0.97,0.47,1.00,649,668
90-05-05,GyroUnrealizable_Var2,0.97,0.47,1.00,602,668
90-05-05,GyroUnrealizable_Var2,0.97,0.47,1.00,659,668
90-05-05,GyroUnrealizable_Var2,0.97,0.47,1.00,631,668
90-05-05,GyroUnrealizable_Var2,0.97,0.47,1.00,583,668
90-05-05,GyroUnrealizable_Var2,0.97,0.47,1.00,668,668
90-05-05,detector,0.97,0.59,0.82,491,579
90-05-05,detector,0.97,0.67,0.68,480,579
90-05-05,detector,0.98,0.70,0.84,579,579
90-05-05,detector,0.97,0.73,0.58,453,579
90-05-05,detector,0.96,0.71,0.57,466,579
90-05-05,detector,0.97,0.61,0.77,478,579
90-05-05,detector,0.98,0.67,0.85,531,579
90-05-05,detector,0.97,0.57,0.80,503,579
90-05-05,detector,0.98,0.68,0.90,528,579
90-05-05,detector,0.97,0.65,0.83,470,579
90-05-05,full_arbiter,0.64,0.28,0.28,2,8
90-05-05,full_arbiter,0.63,0.29,0.33,2,8
90-05-05,full_arbiter,0.47,0.23,0.23,1,8
90-05-05,full_arbiter,0.76,0.36,0.31,4,8
90-05-05,full_arbiter,0.80,0.37,0.39,5,8
90-05-05,full_arbiter,0.63,0.30,0.33,2,8
90-05-05,full_arbiter,0.84,0.40,0.42,8,8
90-05-05,full_arbiter,0.00,0.00,0.00,0,8
90-05-05,full_arbiter,0.00,0.00,0.00,0,8
90-05-05,full_arbiter,0.82,0.39,0.31,7,8
90-05-05,lily02,0.97,0.79,0.56,360,407
90-05-05,lily02,0.97,0.79,0.56,346,407
90-05-05,lily02,0.97,0.79,0.65,262,407
90-05-05,lily02,0.98,0.76,0.74,367,407
90-05-05,lily02,0.97,0.78,0.57,349,407
90-05-05,lily02,0.97,0.75,0.66,359,407
90-05-05,lily02,0.97,0.74,0.62,407,407
90-05-05,lily02,0.97,0.75,0.63,383,407
90-05-05,lily02,0.97,0.76,0.59,325,407
90-05-05,lily02,0.97,0.77,0.56,297,407
90-05-05,lily11,0.99,0.80,1.00,633,660
90-05-05,lily11,0.99,0.82,1.00,620,660
90-05-05,lily11,0.99,0.80,0.99,652,660
90-05-05,lily11,0.99,0.82,0.99,601,660
90-05-05,lily11,0.99,0.82,1.00,609,660
90-05-05,lily11,0.99,0.82,1.00,610,660
90-05-05,lily11,0.99,0.82,1.00,575,660
90-05-05,lily11,0.99,0.79,0.99,650,660
90-05-05,lily11,0.99,0.80,1.00,622,660
90-05-05,lily11,0.98,0.82,0.82,660,660
90-05-05,lily15,0.97,0.66,0.76,356,466
90-05-05,lily15,0.00,0.00,0.00,0,466
90-05-05,lily15,0.97,0.66,0.66,412,466
90-05-05,lily15,0.97,0.66,0.74,461,466
90-05-05,lily15,0.97,0.67,0.69,383,466
90-05-05,lily15,0.97,0.67,0.67,466,466
90-05-05,lily15,0.97,0.68,0.75,447,466
90-05-05,lily15,0.97,0.68,0.67,441,466
90-05-05,lily15,0.97,0.66,0.76,451,466
90-05-05,lily15,0.97,0.65,0.66,362,466
90-05-05,lily16,0.97,0.60,0.71,352,446
90-05-05,lily16,0.96,0.68,0.50,446,446
90-05-05,lily16,0.96,0.68,0.51,415,446
90-05-05,lily16,0.96,0.67,0.59,323,446
90-05-05,lily16,0.96,0.66,0.56,416,446
90-05-05,lily16,0.96,0.69,0.50,417,446
90-05-05,lily16,0.96,0.69,0.50,364,446
90-05-05,lily16,0.96,0.68,0.55,333,446
90-05-05,lily16,0.97,0.66,0.64,400,446
90-05-05,lily16,0.96,0.69,0.51,387,446
90-05-05,load_balancer,0.98,0.67,0.99,559,575
90-05-05,load_balancer,0.98,0.67,0.99,531,575
90-05-05,load_balancer,0.98,0.67,0.99,476,575
90-05-05,load_balancer,0.98,0.68,0.99,575,575
90-05-05,load_balancer,0.98,0.67,0.99,543,575
90-05-05,load_balancer,0.98,0.68,0.99,504,575
90-05-05,load_balancer,0.98,0.68,0.99,497,575
90-05-05,load_balancer,0.98,0.68,0.99,497,575
90-05-05,load_balancer,0.98,0.67,0.99,550,575
90-05-05,load_balancer,0.00,0.00,0.00,0,575
90-05-05,ltl2dba_R_2,0.97,0.49,1.00,570,708
90-05-05,ltl2dba_R_2,0.98,0.63,1.00,591,708
90-05-05,ltl2dba_R_2,0.98,0.66,1.00,600,708
90-05-05,ltl2dba_R_2,0.97,0.56,0.90,619,708
90-05-05,ltl2dba_R_2,0.98,0.56,1.00,585,708
90-05-05,ltl2dba_R_2,0.97,0.60,0.88,668,708
90-05-05,ltl2dba_R_2,0.98,0.57,0.94,652,708
90-05-05,ltl2dba_R_2,0.98,0.64,0.99,708,708
90-05-05,ltl2dba_R_2,0.98,0.61,1.00,598,708
90-05-05,ltl2dba_R_2,0.98,0.63,0.89,622,708
90-05-05,ltl2dba_theta_2,0.98,0.70,0.86,642,694
90-05-05,ltl2dba_theta_2,0.98,0.70,0.89,653,694
90-05-05,ltl2dba_theta_2,0.98,0.72,0.83,600,694
90-05-05,ltl2dba_theta_2,0.98,0.73,0.85,694,694
90-05-05,ltl2dba_theta_2,0.98,0.70,0.88,684,694
90-05-05,ltl2dba_theta_2,0.98,0.70,0.88,625,694
90-05-05,ltl2dba_theta_2,0.98,0.70,0.86,601,694
90-05-05,ltl2dba_theta_2,0.98,0.68,0.87,654,694
90-05-05,ltl2dba_theta_2,0.98,0.63,0.88,646,694
90-05-05,ltl2dba_theta_2,0.98,0.71,0.92,690,694
90-05-05,ltl2dba27,0.97,0.49,0.96,581,676
90-05-05,ltl2dba27,0.98,0.59,0.97,605,676
90-05-05,ltl2dba27,0.98,0.57,0.99,512,676
90-05-05,ltl2dba27,0.97,0.57,0.92,545,676
90-05-05,ltl2dba27,0.98,0.57,1.00,676,676
90-05-05,ltl2dba27,0.97,0.54,0.92,578,676
90-05-05,ltl2dba27,0.97,0.43,0.99,583,676
90-05-05,ltl2dba27,0.97,0.53,0.83,606,676
90-05-05,ltl2dba27,0.00,0.00,0.00,0,676
90-05-05,ltl2dba27,0.98,0.58,0.94,550,676
90-05-05,prioritized_arbiter,0.85,0.58,0.25,9,28
90-05-05,prioritized_arbiter,0.95,0.58,0.23,12,28
90-05-05,prioritized_arbiter,0.78,0.54,0.12,5,28
90-05-05,prioritized_arbiter,0.84,0.52,0.30,7,28
90-05-05,prioritized_arbiter,0.71,0.48,0.12,3,28
90-05-05,prioritized_arbiter,0.96,0.66,0.50,21,28
90-05-05,prioritized_arbiter,0.96,0.62,0.30,12,28
90-05-05,prioritized_arbiter,0.95,0.63,0.37,28,28
90-05-05,prioritized_arbiter,0.71,0.44,0.25,3,28
90-05-05,prioritized_arbiter,0.85,0.58,0.23,9,28
90-05-05,round_robin,0.98,0.66,1.00,665,721
90-05-05,round_robin,0.98,0.66,1.00,647,721
90-05-05,round_robin,0.98,0.65,1.00,677,721
90-05-05,round_robin,0.98,0.66,1.00,682,721
90-05-05,round_robin,0.98,0.65,1.00,721,721
90-05-05,round_robin,0.98,0.66,1.00,678,721
90-05-05,round_robin,0.98,0.66,1.00,659,721
90-05-05,round_robin,0.98,0.66,1.00,683,721
90-05-05,round_robin,0.98,0.66,1.00,656,721
90-05-05,round_robin,0.98,0.66,1.00,661,721
90-05-05,simple_arbiter,0.99,0.76,0.95,500,545
90-05-05,simple_arbiter,0.98,0.61,0.93,483,545
90-05-05,simple_arbiter,0.98,0.65,0.86,499,545
90-05-05,simple_arbiter,0.98,0.69,0.89,516,545
90-05-05,simple_arbiter,0.98,0.62,0.89,485,545
90-05-05,simple_arbiter,0.99,0.77,0.99,531,545
90-05-05,simple_arbiter,0.99,0.75,0.98,545,545
90-05-05,simple_arbiter,0.99,0.77,0.96,505,545
90-05-05,simple_arbiter,0.98,0.62,0.89,481,545
90-05-05,simple_arbiter,0.99,0.76,0.99,494,545
random,arbiter,0.00,0.84,0.46,12,12
random,arbiter,0.00,0.83,0.47,10,12
random,arbiter,0.00,0.85,0.51,10,12
random,minepump,0.00,0.60,0.87,24,31
random,minepump,0.00,0.59,0.92,31,31
random,minepump,0.00,0.63,0.85,29,31
random,RG1,0.00,0.75,0.34,14,22
random,RG1,0.00,0.75,0.38,20,22
random,RG1,0.00,0.76,0.35,22,22
random,RG2,0.00,0.64,0.42,20,31
random,RG2,0.00,0.64,0.29,31,31
random,RG2,0.00,0.64,0.20,29,31
random,Lift,0.00,0.54,nan,6,6
random,Lift,0.00,0.54,nan,6,6
random,Lift,0.00,0.54,nan,6,6
random,HumanoidLTL_458,0.00,0.47,0.64,31,31
random,HumanoidLTL_458,0.00,0.48,0.60,30,31
random,HumanoidLTL_458,0.00,0.48,0.55,25,31
random,GyroUnrealizable_Var1,0.00,0.42,nan,35,39
random,GyroUnrealizable_Var1,0.00,0.41,nan,39,39
random,GyroUnrealizable_Var1,0.00,0.42,nan,32,39
random,GyroUnrealizable_Var2,0.00,0.46,nan,54,57
random,GyroUnrealizable_Var2,0.00,0.46,nan,57,57
random,GyroUnrealizable_Var2,0.00,0.46,nan,57,57
random,detector,0.93,0.66,0.82,26,26
random,detector,0.92,0.68,0.78,19,26
random,detector,0.93,0.67,0.84,21,26
random,detector,0.92,0.68,0.77,22,26
random,detector,0.90,0.68,0.67,18,26
random,detector,0.90,0.68,0.70,21,26
random,detector,0.91,0.68,0.72,19,26
random,detector,0.92,0.68,0.78,23,26
random,detector,0.93,0.68,0.83,21,26
random,detector,0.94,0.69,0.87,23,26
random,full_arbiter,0.00,0.46,0.50,6,6
random,full_arbiter,0.00,0.46,0.50,6,6
random,full_arbiter,0.00,0.46,0.50,6,6
random,full_arbiter,0.00,0.46,0.50,6,6
random,full_arbiter,0.00,0.46,0.50,6,6
random,full_arbiter,0.00,0.46,0.50,6,6
random,full_arbiter,0.00,0.46,0.50,6,6
random,full_arbiter,0.00,0.46,0.50,6,6
random,full_arbiter,0.00,0.46,0.50,6,6
random,full_arbiter,0.00,0.46,0.50,6,6
random,lily02,0.86,0.67,0.53,5,6
random,lily02,0.86,0.67,0.55,6,6
random,lily02,0.86,0.70,0.52,4,6
random,lily02,0.86,0.67,0.52,5,6
random,lily02,0.87,0.70,0.57,5,6
random,lily02,0.88,0.80,0.52,2,6
random,lily02,0.86,0.69,0.50,4,6
random,lily02,0.86,0.69,0.50,4,6
random,lily02,0.88,0.72,0.57,4,6
random,lily02,0.86,0.68,0.54,5,6
random,lily11,0.96,0.79,0.89,35,39
random,lily11,0.96,0.79,0.89,33,39
random,lily11,0.95,0.78,0.88,30,39
random,lily11,0.96,0.79,0.88,33,39
random,lily11,0.96,0.79,0.89,39,39
random,lily11,0.96,0.79,0.89,36,39
random,lily11,0.96,0.79,0.89,37,39
random,lily11,0.96,0.79,0.89,35,39
random,lily11,0.96,0.78,0.88,38,39
random,lily11,0.96,0.79,0.89,38,39
random,lily15,0.87,0.66,0.51,4,4
random,lily15,0.87,0.66,0.51,4,4
random,lily15,0.87,0.66,0.51,4,4
random,lily15,0.87,0.66,0.51,4,4
random,lily15,0.77,0.66,0.51,4,4
random,lily15,0.87,0.66,0.51,4,4
random,lily15,0.87,0.66,0.51,4,4
random,lily15,0.77,0.66,0.51,4,4
random,lily15,0.87,0.66,0.51,4,4
random,lily15,0.87,0.66,0.51,4,4
random,lily16,0.86,0.65,0.50,6,6
random,lily16,0.86,0.65,0.50,6,6
random,lily16,0.86,0.65,0.50,6,6
random,lily16,0.86,0.65,0.50,6,6
random,lily16,0.86,0.65,0.50,6,6
random,lily16,0.86,0.65,0.50,6,6
random,lily16,0.86,0.65,0.50,6,6
random,lily16,0.86,0.65,0.50,6,6
random,lily16,0.86,0.65,0.50,6,6
random,lily16,0.86,0.65,0.50,6,6
random,load_balancer,0.97,0.67,0.99,26,34
random,load_balancer,0.97,0.67,0.99,24,34
random,load_balancer,0.97,0.67,0.99,29,34
random,load_balancer,0.97,0.67,0.99,31,34
random,load_balancer,0.97,0.67,0.99,32,34
random,load_balancer,0.97,0.67,0.99,30,34
random,load_balancer,0.97,0.67,0.99,29,34
random,load_balancer,0.97,0.67,0.99,30,34
random,load_balancer,0.97,0.67,0.99,34,34
random,load_balancer,0.97,0.67,0.99,24,34
random,ltl2dba_R_2,0.94,0.49,0.75,39,46
random,ltl2dba_R_2,0.95,0.51,nan,39,46
random,ltl2dba_R_2,0.95,0.50,nan,44,46
random,ltl2dba_R_2,0.95,0.46,nan,45,46
random,ltl2dba_R_2,0.95,0.47,nan,42,46
random,ltl2dba_R_2,0.95,0.48,nan,44,46
random,ltl2dba_R_2,0.95,0.47,nan,36,46
random,ltl2dba_R_2,0.95,0.50,nan,38,46
random,ltl2dba_R_2,0.95,0.51,nan,46,46
random,ltl2dba_R_2,0.95,0.50,nan,43,46
random,ltl2dba_theta_2,0.94,0.67,0.83,23,37
random,ltl2dba_theta_2,0.94,0.66,0.84,28,37
random,ltl2dba_theta_2,0.95,0.70,0.86,35,37
random,ltl2dba_theta_2,0.94,0.66,0.85,30,37
random,ltl2dba_theta_2,0.77,0.71,0.59,36,37
random,ltl2dba_theta_2,0.94,0.69,0.86,37,37
random,ltl2dba_theta_2,0.94,0.67,0.85,33,37
random,ltl2dba_theta_2,0.94,0.69,0.86,32,37
random,ltl2dba_theta_2,0.94,0.70,0.84,33,37
random,ltl2dba_theta_2,0.94,0.68,0.84,34,37
random,ltl2dba27,0.94,0.51,0.75,49,55
random,ltl2dba27,0.92,0.55,0.65,44,55
random,ltl2dba27,0.91,0.58,0.62,40,55
random,ltl2dba27,0.94,0.54,0.75,51,55
random,ltl2dba27,0.92,0.56,0.60,44,55
random,ltl2dba27,0.94,0.51,0.75,42,55
random,ltl2dba27,0.92,0.58,0.67,45,55
random,ltl2dba27,0.93,0.57,0.75,55,55
random,ltl2dba27,0.92,0.58,0.67,45,55
random,ltl2dba27,0.93,0.55,0.70,46,55
random,prioritized_arbiter,0.87,0.68,0.51,23,28
random,prioritized_arbiter,0.87,0.68,0.49,25,28
random,prioritized_arbiter,0.87,0.68,0.48,25,28
random,prioritized_arbiter,0.87,0.68,0.49,18,28
random,prioritized_arbiter,0.87,0.68,0.49,28,28
random,prioritized_arbiter,0.87,0.68,0.49,26,28
random,prioritized_arbiter,0.87,0.68,0.50,22,28
random,prioritized_arbiter,0.88,0.68,0.55,26,28
random,prioritized_arbiter,0.87,0.68,0.49,23,28
random,prioritized_arbiter,0.87,0.68,0.49,22,28
random,round_robin,0.97,0.65,0.99,65,84
random,round_robin,0.97,0.66,0.99,84,84
random,round_robin,0.97,0.66,0.99,81,84
random,round_robin,0.97,0.65,0.99,83,84
random,round_robin,0.97,0.65,0.99,74,84
random,round_robin,0.97,0.65,0.99,80,84
random,round_robin,0.97,0.65,0.99,80,84
random,round_robin,0.97,0.65,0.99,69,84
random,round_robin,0.97,0.65,0.99,78,84
random,round_robin,0.97,0.65,0.99,69,84
random,simple_arbiter,0.87,0.71,0.54,15,21
random,simple_arbiter,0.87,0.71,0.53,19,21
random,simple_arbiter,0.87,0.70,0.54,15,21
random,simple_arbiter,0.87,0.71,0.53,21,21
random,simple_arbiter,0.87,0.70,0.53,14,21
random,simple_arbiter,0.87,0.71,0.53,19,21
random,simple_arbiter,0.87,0.71,0.54,18,21
random,simple_arbiter,0.87,0.70,0.53,14,21
random,simple_arbiter,0.87,0.70,0.54,17,21
random,simple_arbiter,0.87,0.70,0.53,16,21
REALSEM,arbiter,nan,nan,nan,nan,479
REALSEM,arbiter,0.93,0.72,0.72,453,479
REALSEM,arbiter,0.91,0.69,0.69,374,479
REALSEM,arbiter,0.85,0.55,0.53,375,479
REALSEM,arbiter,0.88,0.63,0.60,412,479
