config,case,fit,syn,sem,sol,solMax
REAL,detector,1.13,0.68,0.82,528,566
REAL,full_arbiter,0.90,0.37,0.34,5,7
REAL,full_arbiter,0.83,0.33,0.38,3,7
REAL,full_arbiter,0.92,0.37,0.41,5,7
REAL,full_arbiter,0.54,0.23,0.25,1,7
REAL,full_arbiter,0.93,0.39,0.36,7,7
REAL,full_arbiter,0.70,0.30,0.18,2,7
REAL,full_arbiter,0.81,0.35,0.38,3,7
REAL,full_arbiter,0.87,0.35,0.33,4,7
REAL,full_arbiter,0.56,0.20,0.25,1,7
REAL,full_arbiter,0.54,0.22,0.25,1,7
REAL,lily02,0.00,0.00,0.00,0,405
REAL,lily02,1.12,0.78,0.65,331,405
REAL,lily02,1.13,0.60,0.63,355,405
REAL,lily02,1.12,0.76,0.56,321,405
REAL,lily02,1.14,0.72,0.83,323,405
REAL,lily02,1.11,0.77,0.56,256,405
REAL,lily02,1.11,0.79,0.51,212,405
REAL,lily02,1.12,0.76,0.64,265,405
REAL,lily02,1.11,0.77,0.58,347,405
REAL,lily02,1.13,0.69,0.80,405,405
REAL,lily11,0.00,0.00,0.00,0,586
REAL,lily11,1.16,0.80,1.00,535,586
REAL,lily11,1.16,0.81,1.00,586,586
REAL,lily11,1.15,0.81,0.87,369,586
REAL,lily11,0.00,0.00,0.00,0,586
REAL,lily11,1.16,0.78,1.00,403,586
REAL,lily11,1.15,0.82,0.87,468,586
REAL,lily11,0.00,0.00,0.00,0,586
REAL,lily11,1.15,0.83,0.86,554,586
REAL,lily11,1.16,0.81,0.99,583,586
REAL,lily15,0.00,0.00,0.00,0,450
REAL,lily15,1.11,0.65,0.66,202,450
REAL,lily15,1.12,0.66,0.72,391,450
REAL,lily15,0.00,0.00,0.00,0,450
REAL,lily15,0.00,0.00,0.00,0,450
REAL,lily15,1.12,0.65,0.72,399,450
REAL,lily15,0.00,0.00,0.00,0,450
REAL,lily15,1.13,0.62,0.81,420,450
REAL,lily15,1.12,0.66,0.71,450,450
REAL,lily15,1.12,0.67,0.68,443,450
REAL,lily16,1.10,0.66,0.51,168,398
REAL,lily16,1.10,0.66,0.49,161,398
REAL,lily16,1.10,0.68,0.50,246,398
REAL,lily16,1.10,0.64,0.57,283,398
REAL,lily16,1.10,0.70,0.50,244,398
REAL,lily16,1.11,0.64,0.64,333,398
REAL,lily16,0.00,0.00,0.00,0,398
REAL,lily16,1.10,0.68,0.52,398,398
REAL,lily16,1.12,0.67,0.69,254,398
REAL,lily16,1.10,0.66,0.53,310,398
REAL,load_balancer,1.15,0.67,0.99,390,535
REAL,load_balancer,1.15,0.68,0.99,477,535
REAL,load_balancer,1.15,0.68,0.99,382,535
REAL,load_balancer,1.15,0.67,0.99,535,535
REAL,load_balancer,1.15,0.66,0.99,423,535
REAL,load_balancer,1.15,0.68,0.99,532,535
REAL,load_balancer,1.15,0.67,0.99,474,535
REAL,load_balancer,1.15,0.68,0.99,519,535
REAL,load_balancer,1.15,0.67,0.99,399,535
REAL,load_balancer,1.15,0.67,0.99,426,535
REAL,ltl2dba_R_2,0.00,0.00,0.00,0,623
REAL,ltl2dba_R_2,1.12,0.45,0.97,556,623
REAL,ltl2dba_R_2,1.15,0.65,1.00,523,623
REAL,ltl2dba_R_2,1.13,0.64,0.88,561,623
REAL,ltl2dba_R_2,1.14,0.57,1.00,623,623
REAL,ltl2dba_R_2,1.14,0.63,1.00,495,623
REAL,ltl2dba_R_2,1.13,0.53,0.93,585,623
REAL,ltl2dba_R_2,1.12,0.54,0.89,488,623
REAL,ltl2dba_R_2,1.13,0.54,0.99,614,623
REAL,ltl2dba_R_2,1.15,0.67,0.99,421,623
REAL,ltl2dba_theta_2,1.14,0.72,0.88,592,609
REAL,ltl2dba_theta_2,1.13,0.70,0.84,563,609
REAL,ltl2dba_theta_2,1.14,0.72,0.84,587,609
REAL,ltl2dba_theta_2,1.14,0.71,0.85,543,609
REAL,ltl2dba_theta_2,1.13,0.69,0.83,609,609
REAL,ltl2dba_theta_2,1.14,0.70,0.87,417,609
REAL,ltl2dba_theta_2,1.14,0.71,0.88,490,609
REAL,ltl2dba_theta_2,1.13,0.70,0.83,457,609
REAL,ltl2dba_theta_2,1.13,0.70,0.83,536,609
REAL,ltl2dba27,1.13,0.49,1.00,548,548
REAL,ltl2dba27,1.13,0.54,0.96,478,548
REAL,ltl2dba27,0.00,0.00,0.00,0,548
REAL,ltl2dba27,1.12,0.58,0.80,436,548
REAL,ltl2dba27,1.12,0.48,0.97,456,548
REAL,ltl2dba27,1.13,0.57,0.91,398,548
REAL,ltl2dba27,1.13,0.57,0.97,424,548
REAL,ltl2dba27,1.13,0.52,1.00,508,548
REAL,ltl2dba27,1.14,0.57,1.00,430,548
REAL,prioritized_arbiter,0.80,0.47,0.19,3,25
REAL,prioritized_arbiter,0.52,0.32,0.00,1,25
REAL,prioritized_arbiter,0.86,0.51,0.19,4,25
REAL,prioritized_arbiter,1.09,0.62,0.49,25,25
REAL,prioritized_arbiter,1.08,0.64,0.30,12,25
REAL,prioritized_arbiter,0.94,0.54,0.22,7,25
REAL,prioritized_arbiter,1.07,0.64,0.26,15,25
REAL,prioritized_arbiter,0.78,0.47,0.00,3,25
REAL,prioritized_arbiter,0.90,0.55,0.33,5,25
REAL,round_robin,1.15,0.66,1.00,629,676
REAL,round_robin,1.15,0.66,1.00,651,676
REAL,round_robin,1.15,0.65,1.00,646,676
REAL,round_robin,1.15,0.66,1.00,645,676
REAL,round_robin,1.15,0.66,0.99,618,676
REAL,round_robin,1.15,0.65,0.99,635,676
REAL,round_robin,1.15,0.66,1.00,674,676
REAL,round_robin,1.15,0.66,1.00,642,676
REAL,round_robin,1.15,0.66,1.00,676,676
REAL,simple_arbiter,1.14,0.73,0.89,441,574
REAL,simple_arbiter,1.13,0.67,0.86,432,574
REAL,simple_arbiter,1.16,0.77,0.99,473,574
REAL,simple_arbiter,1.13,0.60,0.89,444,574
REAL,simple_arbiter,1.14,0.71,0.90,574,574
REAL,simple_arbiter,1.13,0.62,0.87,438,574
REAL,simple_arbiter,1.14,0.77,0.83,494,574
REAL,simple_arbiter,1.14,0.74,0.84,512,574
REAL,simple_arbiter,1.12,0.76,0.59,414,574
SEM,arbiter,nan,nan,nan,nan,1
SEM,arbiter,1.00,0.87,nan,1,1
SEM,arbiter,nan,nan,nan,nan,1
SEM,arbiter,nan,nan,nan,nan,1
SEM,arbiter,nan,nan,nan,nan,1
SEM,arbiter,nan,nan,nan,nan,1
SEM,arbiter,nan,nan,nan,nan,1
SEM,arbiter,nan,nan,nan,nan,1
SEM,arbiter,nan,nan,nan,nan,1
SEM,arbiter,nan,nan,nan,nan,1
SEM,minepump,1.00,0.63,nan,3,6
SEM,minepump,1.00,0.59,nan,3,6
SEM,minepump,1.00,0.52,nan,2,6
SEM,minepump,nan,nan,nan,nan,6
SEM,minepump,nan,nan,nan,nan,6
SEM,minepump,nan,nan,nan,nan,6
SEM,minepump,1.00,0.54,0.97,6,6
SEM,minepump,nan,nan,nan,nan,6
SEM,minepump,1.00,0.63,0.97,2,6
SEM,minepump,nan,nan,nan,nan,6
SEM,RG1,nan,nan,nan,nan,1
SEM,RG1,1.00,0.58,nan,1,1
SEM,RG1,nan,nan,nan,nan,1
SEM,RG1,nan,nan,nan,nan,1
SEM,RG1,nan,nan,nan,nan,1
SEM,RG1,nan,nan,nan,nan,1
SEM,RG1,nan,nan,nan,nan,1
SEM,RG1,1.00,0.47,0.99,1,1
SEM,RG1,nan,nan,nan,nan,1
SEM,RG1,nan,nan,nan,nan,1
SEM,RG2,1.00,0.78,nan,2,2
SEM,RG2,1.00,0.86,nan,2,2
SEM,RG2,nan,nan,nan,nan,2
SEM,RG2,1.00,0.86,0.98,1,2
SEM,RG2,nan,nan,nan,nan,2
SEM,RG2,nan,nan,nan,nan,2
SEM,RG2,1.00,0.86,0.98,1,2
SEM,RG2,0.63,0.58,0.63,1,2
SEM,RG2,nan,nan,nan,nan,2
SEM,Lift,nan,nan,nan,nan,4
SEM,Lift,1.00,0.50,nan,2,4
SEM,Lift,1.00,0.54,nan,2,4
SEM,Lift,1.00,0.51,nan,3,4
SEM,Lift,nan,nan,nan,nan,4
SEM,Lift,nan,nan,nan,nan,4
SEM,Lift,1.00,0.53,nan,3,4
SEM,Lift,1.00,0.53,nan,1,4
SEM,Lift,1.00,0.50,nan,4,4
SEM,HumanoidLTL_458,nan,nan,nan,nan,nan
SEM,HumanoidLTL_458,nan,nan,nan,nan,nan
SEM,HumanoidLTL_458,nan,nan,nan,nan,nan
SEM,HumanoidLTL_458,nan,nan,nan,nan,nan
SEM,HumanoidLTL_458,nan,nan,nan,nan,nan
SEM,HumanoidLTL_458,nan,nan,nan,nan,nan
SEM,HumanoidLTL_458,nan,nan,nan,nan,nan
SEM,HumanoidLTL_458,nan,nan,nan,nan,nan
SEM,HumanoidLTL_458,nan,nan,nan,nan,nan
SEM,GyroUnrealizable_Var1,1.00,0.37,nan,6,6
SEM,GyroUnrealizable_Var1,1.00,0.35,nan,4,6
SEM,GyroUnrealizable_Var1,1.00,0.33,nan,5,6
SEM,GyroUnrealizable_Var1,1.00,0.36,nan,5,6
SEM,GyroUnrealizable_Var1,1.00,0.38,nan,5,6
SEM,GyroUnrealizable_Var1,1.00,0.36,nan,4,6
SEM,GyroUnrealizable_Var1,1.00,0.36,nan,5,6
SEM,GyroUnrealizable_Var1,1.00,0.41,nan,1,6
SEM,GyroUnrealizable_Var1,1.00,0.31,nan,1,6
SEM,GyroUnrealizable_Var2,1.00,0.38,nan,10,10
SEM,GyroUnrealizable_Var2,1.00,0.39,nan,7,10
SEM,GyroUnrealizable_Var2,1.00,0.40,nan,9,10
SEM,GyroUnrealizable_Var2,1.00,0.42,nan,6,10
SEM,GyroUnrealizable_Var2,1.00,0.38,nan,7,10
SEM,GyroUnrealizable_Var2,1.00,0.40,nan,5,10
SEM,GyroUnrealizable_Var2,1.00,0.42,nan,7,10
SEM,GyroUnrealizable_Var2,nan,nan,nan,nan,10
SEM,GyroUnrealizable_Var2,nan,nan,nan,nan,10
SEM,detector,0.00,0.00,0.00,0,1
SEM,detector,0.00,0.00,0.00,0,1
SEM,detector,0.00,0.00,0.00,0,1
SEM,detector,0.00,0.00,0.00,0,1
SEM,detector,0.00,0.00,0.00,0,1
SEM,detector,0.00,0.00,0.00,0,1
SEM,detector,0.00,0.00,0.00,0,1
SEM,detector,0.00,0.00,0.00,0,1
SEM,detector,0.50,0.30,0.50,1,1
SEM,detector,0.50,0.22,0.50,1,1
SEM,full_arbiter,0.00,0.00,0.00,0,1
SEM,full_arbiter,0.00,0.00,0.00,0,1
SEM,full_arbiter,0.00,0.00,0.00,0,1
SEM,full_arbiter,0.00,0.00,0.00,0,1
SEM,full_arbiter,0.00,0.00,0.00,0,1
SEM,full_arbiter,0.00,0.00,0.00,0,1
SEM,full_arbiter,0.00,0.00,0.00,0,1
SEM,full_arbiter,0.00,0.00,0.00,0,1
SEM,full_arbiter,0.50,0.23,0.25,1,1
SEM,full_arbiter,0.00,0.00,0.00,0,1
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily02,0.00,0.00,0.00,0,0
SEM,lily11,0.00,0.00,0.00,0,6
SEM,lily11,0.67,0.54,0.66,2,6
SEM,lily11,0.86,0.67,0.86,6,6
SEM,lily11,0.68,0.63,0.67,3,6
SEM,lily11,0.50,0.42,0.50,1,6
SEM,lily11,0.00,0.00,0.00,0,6
SEM,lily11,0.83,0.67,0.83,5,6
SEM,lily11,0.67,0.56,0.67,2,6
SEM,lily15,0.00,0.00,0.00,0,0
SEM,lily15,0.00,0.00,0.00,0,0
SEM,lily15,0.00,0.00,0.00,0,0
SEM,lily15,0.00,0.00,0.00,0,0
SEM,lily15,0.00,0.00,0.00,0,0
SEM,lily15,0.00,0.00,0.00,0,0
SEM,lily15,0.00,0.00,0.00,0,0
SEM,lily16,0.00,0.00,0.00,0,0
SEM,lily16,0.00,0.00,0.00,0,0
SEM,lily16,0.00,0.00,0.00,0,0
SEM,lily16,0.00,0.00,0.00,0,0
SEM,lily16,0.00,0.00,0.00,0,0
SEM,lily16,0.00,0.00,0.00,0,0
SEM,lily16,0.00,0.00,0.00,0,0
SEM,load_balancer,0.88,0.50,0.87,7,7
SEM,load_balancer,0.67,0.35,0.66,2,7
SEM,load_balancer,0.00,0.00,0.00,0,7
SEM,load_balancer,0.00,0.00,0.00,0,7
SEM,load_balancer,0.80,0.49,0.80,4,7
SEM,load_balancer,0.75,0.42,0.74,3,7
SEM,load_balancer,0.83,0.48,0.82,5,7
SEM,ltl2dba_R_2,0.67,0.23,0.65,2,7
SEM,ltl2dba_R_2,0.83,0.33,0.83,5,7
SEM,ltl2dba_R_2,0.50,0.17,0.50,1,7
SEM,ltl2dba_R_2,0.83,0.32,0.83,5,7
SEM,ltl2dba_R_2,0.75,0.31,0.75,3,7
SEM,ltl2dba_R_2,0.75,0.26,0.75,3,7
SEM,ltl2dba_R_2,0.83,0.39,0.83,5,7
SEM,ltl2dba_R_2,0.88,0.40,0.88,7,7
SEM,ltl2dba_R_2,0.75,0.27,0.75,3,7
SEM,ltl2dba_theta_2,0.50,0.35,0.50,1,2
SEM,ltl2dba_theta_2,0.50,0.28,0.50,1,2
SEM,ltl2dba_theta_2,0.00,0.00,0.00,0,2
SEM,ltl2dba_theta_2,0.50,0.35,0.50,1,2
SEM,ltl2dba_theta_2,0.00,0.00,0.00,0,2
SEM,ltl2dba_theta_2,0.00,0.00,0.00,0,2
SEM,ltl2dba_theta_2,0.67,0.47,0.67,2,2
SEM,ltl2dba_theta_2,0.00,0.00,0.00,0,2
SEM,ltl2dba_theta_2,0.00,0.00,0.00,0,2
SEM,ltl2dba27,0.75,0.34,0.75,3,5
SEM,ltl2dba27,0.75,0.25,0.75,3,5
SEM,ltl2dba27,0.50,0.20,0.50,1,5
SEM,ltl2dba27,0.67,0.41,0.67,2,5
SEM,ltl2dba27,0.80,0.36,0.00,4,5
SEM,ltl2dba27,0.80,0.25,0.80,4,5
SEM,ltl2dba27,0.83,0.40,0.83,5,5
SEM,ltl2dba27,0.67,0.30,0.67,2,5
SEM,ltl2dba27,0.67,0.29,0.67,2,5
SEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SEM,round_robin,1.00,0.47,1.00,11,11
SEM,round_robin,0.88,0.49,0.87,7,11
SEM,round_robin,0.83,0.40,0.83,5,11
SEM,round_robin,0.83,0.46,0.83,5,11
SEM,round_robin,0.67,0.33,0.66,2,11
SEM,round_robin,0.89,0.49,0.89,8,11
SEM,round_robin,0.88,0.45,0.87,7,11
SEM,round_robin,0.90,0.49,0.90,9,11
SEM,round_robin,0.90,0.47,0.90,9,11
SEM,round_robin,0.90,0.48,0.90,9,11
SEM,simple_arbiter,0.67,0.52,0.66,2,4
SEM,simple_arbiter,0.50,0.39,0.49,1,4
SEM,simple_arbiter,0.00,0.00,0.00,0,4
SEM,simple_arbiter,0.50,0.38,0.49,1,4
SEM,simple_arbiter,0.75,0.57,0.74,3,4
SEM,simple_arbiter,0.80,0.52,0.00,4,4
SEM,simple_arbiter,0.50,0.39,0.49,1,4
SEM,simple_arbiter,0.67,0.50,0.66,2,4
SEM,simple_arbiter,0.50,0.38,0.48,1,4
SEM,simple_arbiter,0.67,0.51,0.66,2,4
SYN,detector,0.41,0.41,0.25,1,3
SYN,detector,0.41,0.41,0.25,1,3
SYN,detector,0.00,0.00,0.00,0,3
SYN,detector,0.57,0.57,0.24,3,3
SYN,detector,0.00,0.00,0.00,0,3
SYN,detector,0.41,0.41,0.25,1,3
SYN,detector,0.41,0.41,0.25,1,3
SYN,detector,0.00,0.00,0.00,0,3
SYN,detector,0.41,0.41,0.25,1,3
SYN,detector,0.00,0.00,0.00,0,3
SYN,full_arbiter,0.00,0.00,0.00,0,3
SYN,full_arbiter,0.00,0.00,0.00,0,3
SYN,full_arbiter,0.36,0.36,0.13,3,3
SYN,full_arbiter,0.00,0.00,0.00,0,3
SYN,full_arbiter,0.00,0.00,0.00,0,3
SYN,full_arbiter,0.00,0.00,0.00,0,3
SYN,full_arbiter,0.00,0.00,0.00,0,3
SYN,full_arbiter,0.00,0.00,0.00,0,3
SYN,full_arbiter,0.00,0.00,0.00,0,3
SYN,full_arbiter,0.00,0.00,0.00,0,3
SYN,lily02,0.00,0.00,0.00,0,1
SYN,lily02,0.00,0.00,0.00,0,1
SYN,lily02,0.00,0.00,0.00,0,1
SYN,lily02,0.00,0.00,0.00,0,1
SYN,lily02,0.00,0.00,0.00,0,1
SYN,lily02,0.00,0.00,0.00,0,1
SYN,lily02,0.40,0.40,0.26,1,1
SYN,lily02,0.00,0.00,0.00,0,1
SYN,lily02,0.00,0.00,0.00,0,1
SYN,lily02,0.00,0.00,0.00,0,1
SYN,lily11,0.69,0.69,0.71,4,5
SYN,lily11,0.69,0.69,0.67,4,5
SYN,lily11,0.62,0.62,0.58,3,5
SYN,lily11,0.69,0.69,0.67,4,5
SYN,lily11,0.56,0.56,0.55,2,5
SYN,lily11,0.42,0.42,0.50,1,5
SYN,lily11,0.58,0.58,0.57,2,5
SYN,lily11,0.58,0.58,0.57,2,5
SYN,lily11,0.73,0.73,0.71,5,5
SYN,lily11,0.70,0.70,0.68,4,5
SYN,lily15,0.00,0.00,0.00,0,1
SYN,lily15,0.00,0.00,0.00,0,1
SYN,lily15,0.00,0.00,0.00,0,1
SYN,lily15,0.37,0.37,0.25,1,1
SYN,lily15,0.00,0.00,0.00,0,1
SYN,lily15,0.00,0.00,0.00,0,1
SYN,lily15,0.00,0.00,0.00,0,1
SYN,lily15,0.00,0.00,0.00,0,1
SYN,lily15,0.00,0.00,0.00,0,1
SYN,lily15,0.00,0.00,0.00,0,1
SYN,lily16,0.00,0.00,0.00,0,4
SYN,lily16,0.00,0.00,0.00,0,4
SYN,lily16,0.00,0.00,0.00,0,4
SYN,lily16,0.00,0.00,0.00,0,4
SYN,lily16,0.59,0.59,0.28,4,4
SYN,lily16,0.37,0.37,0.07,1,4
SYN,lily16,0.00,0.00,0.00,0,4
SYN,lily16,0.00,0.00,0.00,0,4
SYN,lily16,0.35,0.35,0.07,1,4
SYN,lily16,0.00,0.00,0.00,0,4
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,load_balancer,0.00,0.00,0.00,0,0
SYN,ltl2dba_R_2,0.45,0.45,0.33,2,5
SYN,ltl2dba_R_2,0.63,0.63,0.33,5,5
SYN,ltl2dba_R_2,0.60,0.60,0.25,3,5
SYN,ltl2dba_R_2,0.36,0.36,0.00,1,5
SYN,ltl2dba_R_2,0.55,0.55,0.38,3,5
SYN,ltl2dba_R_2,0.41,0.41,0.25,1,5
SYN,ltl2dba_R_2,0.00,0.00,0.00,0,5
SYN,ltl2dba_R_2,0.41,0.41,0.25,1,5
SYN,ltl2dba_R_2,0.00,0.00,0.00,0,5
SYN,ltl2dba_R_2,0.58,0.58,0.38,3,5
SYN,ltl2dba_theta_2,0.61,0.61,0.46,3,6
SYN,ltl2dba_theta_2,0.61,0.61,0.54,3,6
SYN,ltl2dba_theta_2,0.47,0.47,0.00,1,6
SYN,ltl2dba_theta_2,0.00,0.00,0.00,0,6
SYN,ltl2dba_theta_2,0.55,0.55,0.36,2,6
SYN,ltl2dba_theta_2,0.71,0.71,0.38,6,6
SYN,ltl2dba_theta_2,0.65,0.65,0.33,3,6
SYN,ltl2dba_theta_2,0.00,0.00,0.00,0,6
SYN,ltl2dba_theta_2,0.50,0.50,0.45,2,6
SYN,ltl2dba_theta_2,0.61,0.61,0.46,3,6
SYN,ltl2dba27,0.00,0.00,0.00,0,5
SYN,ltl2dba27,0.58,0.58,0.12,3,5
SYN,ltl2dba27,0.63,0.63,0.10,4,5
SYN,ltl2dba27,0.53,0.53,0.17,2,5
SYN,ltl2dba27,0.64,0.64,0.20,4,5
SYN,ltl2dba27,0.53,0.53,0.17,2,5
SYN,ltl2dba27,0.43,0.43,0.00,1,5
SYN,ltl2dba27,0.61,0.61,0.12,3,5
SYN,ltl2dba27,0.65,0.65,0.08,5,5
SYN,ltl2dba27,0.60,0.60,0.25,3,5
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,prioritized_arbiter,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,round_robin,0.00,0.00,0.00,0,0
SYN,simple_arbiter,0.00,0.00,0.00,0,3
SYN,simple_arbiter,0.00,0.00,0.00,0,3
SYN,simple_arbiter,0.00,0.00,0.00,0,3
SYN,simple_arbiter,0.00,0.00,0.00,0,3
SYN,simple_arbiter,0.00,0.00,0.00,0,3
SYN,simple_arbiter,0.00,0.00,0.00,0,3
SYN,simple_arbiter,0.00,0.00,0.00,0,3
SYN,simple_arbiter,0.60,0.60,0.38,3,3
SYN,simple_arbiter,0.39,0.39,0.25,1,3
SYN,simple_arbiter,0.00,0.00,0.00,0,3
SYNSEM,arbiter,0.48,0.46,0.49,1,2
SYNSEM,arbiter,0.00,0.00,0.00,0,2
SYNSEM,arbiter,0.64,0.62,0.66,2,2
SYNSEM,minepump,0.00,0.00,0.00,0,0
SYNSEM,minepump,0.00,0.00,0.00,0,0
SYNSEM,minepump,0.00,0.00,0.00,0,0
SYNSEM,RG1,0.00,0.00,0.00,0,0
SYNSEM,RG1,0.00,0.00,0.00,0,0
SYNSEM,RG1,0.00,0.00,0.00,0,0
SYNSEM,RG2,0.47,0.43,0.00,1,1
SYNSEM,RG2,0.00,0.00,0.00,0,1
SYNSEM,RG2,0.00,0.00,0.00,0,1
SYNSEM,Lift,0.00,0.00,0.00,0,0
SYNSEM,Lift,0.00,0.00,0.00,0,0
SYNSEM,Lift,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_458,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_458,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_458,0.00,0.00,0.00,0,0
SYNSEM,GyroUnrealizable_Var1,0.00,0.00,0.00,0,0
SYNSEM,GyroUnrealizable_Var1,0.00,0.00,0.00,0,0
SYNSEM,GyroUnrealizable_Var1,0.00,0.00,0.00,0,0
SYNSEM,GyroUnrealizable_Var2,0.18,0.36,0.00,3,3
SYNSEM,GyroUnrealizable_Var2,0.00,0.00,0.00,0,3
SYNSEM,GyroUnrealizable_Var2,0.00,0.00,0.00,0,3
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,detector,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,full_arbiter,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily02,0.00,0.00,0.00,0,0
SYNSEM,lily11,0.61,0.56,0.67,2,6
SYNSEM,lily11,0.00,0.00,0.00,0,6
SYNSEM,lily11,0.72,0.68,0.77,4,6
SYNSEM,lily11,0.68,0.64,0.71,3,6
SYNSEM,lily11,0.69,0.63,0.75,3,6
SYNSEM,lily11,0.77,0.70,0.83,5,6
SYNSEM,lily11,0.71,0.67,0.75,4,6
SYNSEM,lily11,0.70,0.68,0.73,4,6
SYNSEM,lily11,0.76,0.72,0.81,6,6
SYNSEM,lily11,0.00,0.00,0.00,0,6
SYNSEM,lily15,0.00,0.00,0.00,0,0
SYNSEM,lily15,0.00,0.00,0.00,0,0
SYNSEM,lily15,0.00,0.00,0.00,0,0
SYNSEM,lily15,0.00,0.00,0.00,0,0
SYNSEM,lily15,0.00,0.00,0.00,0,0
SYNSEM,lily15,0.00,0.00,0.00,0,0
SYNSEM,lily15,0.00,0.00,0.00,0,0
SYNSEM,lily15,0.00,0.00,0.00,0,0
SYNSEM,lily15,0.00,0.00,0.00,0,0
SYNSEM,lily16,0.00,0.00,0.00,0,0
SYNSEM,lily16,0.00,0.00,0.00,0,0
SYNSEM,lily16,0.00,0.00,0.00,0,0
SYNSEM,lily16,0.00,0.00,0.00,0,0
SYNSEM,lily16,0.00,0.00,0.00,0,0
SYNSEM,lily16,0.00,0.00,0.00,0,0
SYNSEM,lily16,0.00,0.00,0.00,0,0
SYNSEM,lily16,0.00,0.00,0.00,0,0
SYNSEM,lily16,0.00,0.00,0.00,0,0
SYNSEM,load_balancer,0.00,0.00,0.00,0,0
SYNSEM,load_balancer,0.00,0.00,0.00,0,0
